word,definition,translation
yolk-sac umbilicus,,[医] 卵黄囊脐
yolk-stopper,,[医] 卵黄栓
yolked,past participle of yolk\nn. nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),"(yolk 的过去分词) n. 蛋黄, 卵黄\n[医] 卵黄, 羊毛脂"
yolker,,n. 蛋黄；【胚胎学】卵黄[亦作 hoke]
yolkiness,,[网络] 蛋黄
yolks,n. the yellow spherical part of an egg that is surrounded by the albumen\nn. nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),n. 蛋黄( yolk的复数形式 )
yolky,,"a. 蛋黄的, 有羊毛脂的, 充满蛋黄的, 似蛋黄的"
yolkys,plural of yolky,"(yolky 的复数) a. 蛋黄的, 有羊毛脂的, 充满蛋黄的, 似蛋黄的"
yolo,, [地名] [美国] 约洛; 你只活一次（=You Only Live Once）; 及时行乐
YOLOSWAG,"A term used by twelvie morons that wear baseball caps backwards, have their pants sag half way down their arse crack, wear Converse sneakers and generally act like douchebags on public transport by blasting crappy dubstep and pop music through the tinny little speakers on their phones. Yoloswag to them means 'oh yeah, fuck i'm good, just ask me' but to the sane population all we see are whiny little douchebags that need a smack in the head with an ASP expanding baton.\n> twelvie: 'yer rikki and i are in a relationship, yoloswag'\n> sane teenager walkin past: 'DILLIGAF!'\n",
Yoloy,,铜镍低合金高强度钢
yom,,n. <犹太>日子
Yom Kippur,,n. 犹太人的赎罪日
Yom Kippur War,,[网络] 赎罪日战争；赎罪日之战；赎罪节战争
yomawood,,亚洲紫檀材
yomesan,,灭绦灵(驱绦虫药)
yomi,, [计][WIN]读音
yomp,,"v. (负重)吃力地行走(于),艰苦跋涉于"
yomper,,"vi., vt. (负重)吃力地行走(于), 艰苦跋涉于"
yompers,plural of yomper,"(yomper 的复数) vi., vt. (负重)吃力地行走(于), 艰苦跋涉于"
yomping,-ing form of yomp,"(yomp 的现在分词) v.(负重)吃力地行走(于),艰苦跋涉于"
yon,s distant but within sight (`yon' is dialectal)\nr at or in an indicated (usually distant) place (`yon' is archaic and dialectal),"a. 那边的, 远处的\nadv. 在那边, 在远处\nn. 那边, 那边/远处的东西, 远处"
yona,,n. (Yona)人名；(日)与那(姓)；(以、乌干、坦桑)约纳
yonah,,n. 因特尔开发的一款移动处理器
yonas,, [人名] 约纳斯
yonchlon,,丙酸氯睾酮注射液
yond,a. Furious; mad; angry; fierce.\na. Yonder.,"a. 彼处的, 那边的"
yonder,s. distant but within sight (`yon' is dialectal)\nr. at or in an indicated (usually distant) place (`yon' is archaic and dialectal),a. 那边的\nadv. 在那边\npron. 那边
yonderness,,"yonderness (uncountable)\nThe state, quality, or condition of being yonder, distant, or removed; distance.\n"
yonex,,n. 尤尼克斯（运动品牌名）
yoneyama,, [地名] [日本] 米山
yonezawa,, [地名] [日本] 米泽
yong,,n. 勇（汉语拼音）
yonge,, [人名] [英格兰人姓氏] 扬 Young的变体
yonges,plural of yonge,(yonge 的复数)  [人名] [英格兰人姓氏] 扬 Young的变体
yongling,,"n. 年轻人, 幼小动物, 幼树, 幼苗, 没有经验的人, 新手\na. 年轻的, 没有经验的, 幼小的"
yongsan,, [地名] [韩国] 龙山
yonhap,,n. 韩国联合通讯社
yoni,"n. The symbol under which Sakti, or the personification of the\n   female power in nature, is worshiped. Cf. Lingam.",n. (印度教象征性力女神而受教徒崇拜的)女性外阴像
yonis,,（印度教象征性力女神而受教徒崇拜的）女性外阴像( yoni的名词复数 )
yonker,n. A young fellow; a younker.,"n. 青年, 少年"
yonkers,,n. 扬克斯（位于美国纽约市的郊区）
Yonkersite,,扬克斯人
yonkite,,杨卡特(炸药)
yonks,, 长时间
yonnie,,"n. <澳><儿俚>石块,石头[土著语]"
yonomol,,烟酸肌醇
yontz,, [人名] 扬茨
yoo,,n. (Yoo)人名；(朝)见 Yu
yoo-hoo,,interj. (以唤起注意)喂
yood,,abbr. intrauterine device 子宫内避孕器（代号）
yoof,,n. <谑>青年
YOOHOO,,(电子邮件传送中一种识别信号)
yook,,干卵黄、麦芽浸膏、山梨醇糖、乳糖复合制剂
yoon,,"n. 尹, 允（朝鲜族人名用字）"
yop,,abbr. Youth Opportunity Program 青年机会计划
yops,plural of yop,(yop 的复数) abbr. Youth Opportunity Program 青年机会计划
yor,,n. (Yor)人名；(葡)约尔
yoram,,n. (Yoram)人名；(英、以)约拉姆
yoran,, [人名] 约伦
yorcalnic,,约卡尔尼克(铝镍青铜)
yorcastan,,约卡斯坦铜锡合金
yorcoron,,约科龙铜合金
yordan,, [人名] 约尔丹
yordim,,n. (尤指移居美国的)以色列侨民
yordy,, [人名] 约迪
yore,n. time long past,"n. 从前, 往昔"
yorick,, [人名] 约里克
york,n. the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485; its emblem was a white rose,n. 约克郡；约克王朝
York Minster,,n. 约克大教堂（英国最大的哥特式教堂）
York rite,,约克共济会的一套礼仪(称约克仪式)；约克共济会支部[参较 Scottish rite]
"York, Cape",,约克角(位于澳大利亚东北部)
York-Antwerp rules,,[经] 约克一安特卫普规则
Yorke,,n. (Yorke)人名；(英、西、葡)约克\n约克
yorker,n. A tice.,n. 贴板球
Yorkers,,"n. (板球中投手投出的球恰好落在击球员前面的)脚前球, 球板前球"
yorkie,,abbr. Yorkshire terrier 约克夏犬
yorkin,, [人名] 约金
yorkist,,"n. 约克党, 约克派"
yorkists,plural of yorkist,"(yorkist 的复数) n.约克党, 约克派"
yorks,n the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485; its emblem was a white rose,n. 约克斯集团
Yorkshire,n. a former large county in northern England; in 1974 it was divided into three smaller counties,"n. 约克郡, 约克王朝"
Yorkshire fog,,[网络] 绒毛草；绒毛草参考例句
Yorkshire pudding,,n. 约克郡布丁
Yorkshire terrier,,约克郡犬
yorkshireman,,n. 英国约克郡人
yorkshiremen,plural of yorkshireman,(yorkshireman 的复数) n.英国约克郡人
Yorkshirewoman,,"n. (英国)约克郡妇女,约克夏妇女"
yorkton,, [地名] [加拿大] 约克顿
yorktown,n. a historic village in southeastern Virginia to the north of Newport News; site of the last battle of the American Revolution\nn. in 1781 the British under Cornwallis surrendered after a siege of three weeks by American and French troops; the surrender ended the American Revolution,n. 约克城（美国弗吉尼亚州东南部城镇）
yorkville,, [地名] [美国] 约克维尔
yorky,,（狗名）
yoro,, [地名] [洪都拉斯、乍得] 约罗
yorston,, [人名] 约斯顿
yorty,, [人名] 约蒂
Yoruba,n. a member of a West African people living chiefly in southwestern Nigeria\nn. a Kwa language spoken by the Yoruba in southwestern Nigeria,n. (非洲)约鲁巴人[语]
Yoruban,,a. Yoruba的变形
Yorubas,plural of Yoruba\nn. a member of a West African people living chiefly in southwestern Nigeria\nn. a Kwa language spoken by the Yoruba in southwestern Nigeria,(Yoruba 的复数) n.(非洲)约鲁巴人[语]
yos,,abbr. Yosu 韩国丽水市
yose,, [体]官子
yosef,,n. (Yosef)人名；(以)优素福
Yosemite,n. a series of waterfalls in Yosemite National Park in California; is reduced to a trickle for part of each year,(=National Park) (美国加利福尼亚州中部)约塞米蒂国家公园
Yosemite Falls,,约塞米蒂瀑布(美国约塞米蒂国家公园中的瀑布)
Yosemite National Park,,n. 【旅】尤塞米提国家公园\n[网络] 优胜美地国家公园；约塞米蒂国家公园；美国约塞米蒂国家公园
Yosemite toad,,[网络] 优胜美地蟾蜍
Yosemite Valley,,约塞米蒂谷（美国一峡谷）
yosemitite,,淡色花岗岩
yosh,"derived from a Japanese word meaning an enthusiastic affirmative, often used in l33t and other forms of online communication. Expresses approval and\n> You fr4gg3d all the other players?!? Yosh!! You r0x0r!\n",
yoshi,, 耀西
yoshida,,"n. 吉田（日本姓）\nn. 吉田（地名, 在日本）"
yoshii,, [地名] [日本] 吉井〈福冈县、群马县〉; [地名] [日本] 芳井〈冈山县、后月郡〉
yoshikawa,,吉川（地名）
yoshimi,, [地名] [日本] 吉见
yoshimuraite,,[日]吉村石
yoshinaga,, [地名] [日本] 吉永
yoshino,,和纸
yoshioka,,n. (Yoshioka)人名；(日)芳岳(名)
yoshitake,,n. （日姓）吉竹
yoshitomi,, [地名] [日本] 吉富
yoshiwara,,n. (Yoshiwara)人名；(日)吉原(姓)
yossef,,n. (Yossef)人名；(中)玉素甫(维吾尔语)；(阿拉伯)优素福；(以)优素福
yossi,,n. (Yossi)人名；(以)约西
yost,,约斯特（姓氏）
Yosu,,丽水
yot,v. t. To unite closely.,abbr. youthful offender treatment 青年犯处罚
yotation,,"[j] (音)化, 喻化"
yotization,,n. [语](用作半元音的字母y的)[j] 音化
yotta-,, 尧（它）；亿亿亿
yottabit,,[网络] 秭位元
yottabyte,,[网络] 尧字节；佑字节；秭位元组
you,"dat. & obj. The pronoun of the second person, in the nominative,\n   dative, and objective case, indicating the person or persons addressed.\n   See the Note under Ye.","pron. 你, 你们"
you already know,"The correct response to the question ""what it is"". \n> Man 1: Yo, what it is!\n> Man 2: You already know.\n",
you and yours,,您全家
you are welcome,, [用于礼貌地回答别人的感谢]别客气，不用谢
You barely have time to make it,,你恰好赶得上时间
you bet,,"你可确信, 的确, 当然"
you bet!,,当然啦；一点没错；你说的没错
You can also try restarting windows,,你也可以试着重新启动窗口
You can go wherever you wish,,你要去随时可以去
you can you up,, 你行你上啊
you can't have your cake and eat it too,,[网络] 你也不可能有你的蛋糕，也可以吃它
You don't pour my cereal,,[网络] 你不倒我的谷物
You Done Fucked Up,To mess up extremely past the point of no return.\n> Man: *doing his woman* Oh! Mary!\n> Woman: MARY!? WHO'S MARY!\n> Man: Shit.....\n> Woman: Oh You done fucked up now!!\n,
you dun goofed,"When you have committed an act in which ""consequences will never be the same again""\n> You dun goofed!\n",
you fit the description,Phrase that police use to justify arresting any African American in any situation.\n> I stopped you because you fit the description of a suspect who robbed a liquor store.\n,
You forgot Poland,"A sad excuse for an arguement given by a incumbant President trying desperatly to escape his dismal record. \r\n\r\nWhile a ""You forgot [Poland]"" comment seems true, in reality the event never actually happened in the first place.\r\n\r\nA ""You forgot [Poland]"" comment is weak and a sign of desperation because even if it *did* happen as claimed, it would still be a really weak and practically meaningless point.\n> Person A: ""Secondly, when we went in, there were three countries: Great Britain, Australia and the United States. That's not a grand coalition. We can do better.""\n> Person B: ""Well, actually, he forgot [Poland]""\n> (Person B has failed to realize that [Poland] was not actually in the group that ""went in"". Only in August of 2003 did [Poland] finally send troops, and it really had no effect anyway, merely a token, noncombat force.)\n",
you fuck one goat,"This expression dates as far back as man has been stuffing his junk into farm animals. You fuck one goat. Meaning there are some things we do that we must carry with us, no matter the good deeds you do or the people who love you, this can all be overshadowed by one horrific deed.\n> An old farmer walking through his field with his grandson.\n> Old farmer- ""Billy, you see that fence there? Your father and I built that fence with our own two hands.\n> Billy-''Yeah... That's great grandpa.\n> Old farmer- ""And that barn Billy, do you see that barn? My father and I built that barn long ago together. And these fields Billy...\n> Billy- uh huh, didnt you fuck some goats once though?\n> Old farmer- ""it was one goat! Geez you fuck one goat...\n",
You get good reception on your radio,,你的收音机接收效能很好
you got no jams,"A very terrible insult. If you have no jams, on a scale of [Jimin] to [Namjoon], you are Jimin.\n> Jimin, you got no jams.\n> *gasp*\n",
you got to be fist fucking me,When someone does something really stupid.\n> You got to be fist fucking me\n,
you had me at hello,"A phrase that expresses affection, popularized by the movie Jerry Maguire. At the end of the movie, when Jerry expresses his love in a long-winded speech to Dorothy, Dorothy's reply was the simple phrase: ""You had me at hello.""\n> Jerry Maguire: I love you. You... complete me.\n> Dorothy: Shut up. Just shut up. You had me at ""hello.""\n",
You have wonderful taste in clothes,,你对衣着方面有很卓越的鑑赏力
you know,," 你懂的（网络热词, 这句从英文you know翻译过来的, 乍一听来让人不清不楚的话却成了网友们所有“心照不宣”的最佳表达, 如果你知道他知道, 就可以说上一句“你懂的”来表达你的所有要求和所有心情。）; （所说的话对方已知道或了解）你是知道的; （加强语气）你要知道！"
you know what,, 你知道吗
You lie!,The classiest way to respond to anyone you disagree with.\n> Obama: There are also those who claim that our reform efforts would insure illegal immigrants. This too is false - the reforms I'm proposing would not apply to those who are here illegally.\n> Joe Wilson: You lie!\n,
You look tired,"Politically correct way of saying that you look like shit.\n> Showed up real early at a swim meet the other day, this guy says, ""you look tired"". What he meant to say was, ""you look like shit"".\n",
you mad bro?,the automatic response to a person who has just raged or ragequitted.\n\nto make a raging person rage even more by asking the most ironic question.\n> todd: WHAT THE HELL. HE JUST STOLE MY CARE PACKAGE AND GOT A NUKE.\n> murray: you mad bro?\n> todd: -rages even more-\n,
you must be fun at parties,"A sarcastic phrase used to point out someone's [pessimism] or inability to enjoy positive situations.\n> Will: Although I congratulate Joel Comm's success, I want everyone else to realize that this will never happen to you and you will probably die poor and alone.\n> Me: You must be fun at parties.\n",
You must have dialed the wrong number,,你一定拨错号码了
You name it,,"不论什么,凡是你能想到的一切"
You ought to have he look at your TV,,你应该让他看看你的电视机
You play the piano beautifully,,你的钢琴弹得好优美啊
You Reap What You Sow,,一分耕耘，一分收获
you said it,,你算说对了；你说的对
you see,,"你瞧, 要知道, 你是知道的"
you wastin my minutes,"for use when someone says something stupid and you just don't feel like listening anymore, similar to [bitch please]\n> Bitch, you wastin my minutes.\n",
you'd,,abbr. (=you had)(=you would)\n[网络] 你已经
you'll,,abbr. (=you will； you shall)\n[网络] 你将；你应该；你们将
you're,,abbr. you are 你（你们）是
You're aces with me,,[网络] 你和我在一起
"You're killing me, Smalls",,[网络] 你是杀了我，小人
You're Probably Right,,[网络] 你可能是对的
you've,,abbr. you have 你（们）已经
you-all,,"你们大家, 你"
you-drive,,[网络] 你来遥控台
you-know-what,,那个东西
youatt,, [人名] 尤厄特
youd,,n. (Youd)人名；(葡)约德
youdao,,n. 有道（网易公司的搜索服务）
youens,, [人名] 尤恩斯
youg,,n. 尤格风（指地中海地区夏天的热风）
yough,, [人名] 尤格
youing,,"pron. [所有格] your,yours,[宾语]you, [复数] you；你，你们\nn. [口语]你这个人，你这样的人"
youku,,n. 优酷；优酷网
youl,v. i. To yell; to yowl.,n. (Youl)人名；(布基)尤尔
youman,, [人名] 尤曼
Youmans,,尤曼斯(姓氏)
youn,,n. (Youn)人名；(柬)云；(朝)尹
young,n. any immature animal\nn. United States film and television actress (1913-2000)\nn. United States civil rights leader (1921-1971)\nn. British physicist and Egyptologist; he revived the wave theory of light and proposed a three-component theory of color vision; he also played an important role in deciphering the hieroglyphics on the Rosetta Stone (1773-1829),"a. 年轻的, 无经验的, 朝气蓬勃的\nn. 青年们, 幼小动物, 崽"
young adult,,年轻人；大学生
Young Americans for Freedom,,美国青年争取自由组织
young and old,,老老少少
young bird,, 幼雏
young blood,,"年轻人, 青春活力, 新成员, 新鲜血液"
young buck,The guy with the coolest chain ever... no need to rap when you have got THAT chain\n> G G G G G Unit!!!\n,
young carnivore,,[网络] 年轻的食肉动物
young conditioned connection,,[医] 新建条件联系
Young experiment,,[化] 杨实验; 杨氏实验
young fish,, 幼鱼
young girl,, 红女；少女
young jeezy,"A cold ass rapper, from you guessed it the ATL, he has cool flows and funny lyrics, in with boyz n da hood, but he's is tight solo\n> from Over here:\n> No need to brag, man these hoes love jeezy, they just love my swag, the way I do my thang, I'm just a young ghetto nigga with a big ass chain\n",
young lady,,n. 小姐; 女士; 女朋友; 未婚妻
young mammal,,[网络] 年轻哺乳动物
young man,,n. 青年，男朋友，未婚夫; 小青年; 后生; 老弟
Young Men's Christian Associationm,,基督教青年会
Young modulus,,[化] 杨氏模量
young money,"the equivalent of the rap special olympics most famously known for\r\nDrake- Rich jew from Canada who has the rapping talent of well........ a rich jew from Canada\r\nNicki Minaj- Writes about .1% of her material and can sing 0% without autotune\r\nLil Wayne- Defines everything wrong with pop culture narrowly beat out by Soulja Boy for worst lyricist\n> Wigger Friend: ""Dude have you heard the new Young Money song it's so g Lil Wayne is the ""troof""\n> Me: ""You realize your pants are around you ankles""\n",
young offender,, 未成年犯
young person,, (14-17岁的)未成年人; 少年
young prisoner,,[法] 青少年犯
young spark,,"翩翩少年,时髦青年"
young thing,,"n. 年轻女郎, 小动物"
young Turk,,少壮派；激进分子；青年土尔其党党员
young woman,, 女郎；太平年月；年轻妇女；红装
Young Women's Christian Association,,基督教女青年会
Young's hypothesis,,[医] 杨氏假说(色觉)
Young's modulus,,[电] 杨氏系数
Young's operation,,"[医] 扬氏手术(前列腺穿孔切除术,精囊及部分射精管切除术)"
Young's rule,,[医] 扬氏[小儿药量计算]规则(将小儿岁数加12乘成人剂量除岁数即得)
Young's Schutz's,,[医] 扬氏[小儿药量计算]规则(将小儿岁数加12乘成人剂量除岁数即得)
Young's syndrome,,[医] 扬氏综合征(延髓型肌萎缩性脊髓侧索硬化)
Young's test,,[医] 杨格氏试验(检内障)
young-bearing,,[网络] 年轻的
young-begetting,,[网络] 年轻的小孩
young-eyed,,"a. 眼神明亮的, 热情洋溢的"
Young-Helmholtz theory,,[医] 扬-黑二氏学说(色觉关系于视网膜内的红、绿、紫三套纤维)
Young-Laplace equation,,[化] 杨-拉普拉斯公式
young-offender,,[法] 青少年犯
young-old,,"a. 年老心不老的, 老当益壮的"
youngberg,, [人名] 扬伯格
youngberry,,n. [植]杨氏草莓(黑草莓的改良品种)
youngblood,,"n. 血性小子（电影名, 等于铁血男儿）"
Youngburg's methods,,[医] 杨格堡氏法(检磷)
Youngburg-Folin methods,,[医] 杨-福二氏法(检脲)
youngdahl,, [人名] 扬德尔
younge,, [人名] 扬
younger,s. used of the younger of two persons of the same name especially used to distinguish a son from his father,n. 年纪较小者\na. 较年轻的
Younger Committee,,[计] 青年委员会
youngerman,, [人名] 扬格曼
youngest,a (used of living things especially persons) in an early period of life or development or growth\ns (of crops) harvested at an early stage of development; before complete maturity\ns suggestive of youth; vigorous and fresh\ns being in its early stage\ns not tried or tested by experience,"n. 年纪最小的人, 最小的儿子/女儿\n[计] 最近期的"
youngest empty cell,,[计] 最近期的空单元
youngger,n. One who is younger; an inferior in age; a junior.,"a. 年轻的, 年幼的, 幼小的, 不老的；青春期的；代表(或象征)新趋势(或社会活动、进步党主义等)的\nn. 年轻人, 青年们；[总称]仔, 崽, 雏"
Younghusband,,扬哈斯本(姓氏)
youngish,s. somewhat young,"a. 还年轻的, 还幼小的"
youngite,,硫锰锌铁矿
youngling,"n. A young person; a youth; also, any animal in its early\n   life.\na. Young; youthful.","n. 年轻人, 幼小动物, 新手\na. 年轻的, 经验不足的"
youngly,a. Like a young person or thing; young; youthful.\nadv. In a young manner; in the period of youth; early in\n   life.\nadv. Ignorantly; weakly.,adv. 年纪尚轻时；以适合年轻人的方式
youngman,, [人名] [英格兰人姓氏] 扬曼 Yeoman的变体
youngness,n. The quality or state of being young.,n. young的变形
youngquist,, [人名] 扬奎斯特
youngren,, [人名] 扬伦
youngs,"n any immature animal\nn United States film and television actress (1913-2000)\nn United States civil rights leader (1921-1971)\nn British physicist and Egyptologist; he revived the wave theory of light and proposed a three-component theory of color vision; he also played an important role in deciphering the hieroglyphics on the Rosetta Stone (1773-1829)\nn United States jazz tenor saxophonist (1909-1959)\nn English poet (1683-1765)\nn United States baseball player and famous pitcher (1867-1955)\nn United States religious leader of the Mormon Church after the assassination of Joseph Smith; he led the Mormon exodus from Illinois to Salt Lake City, Utah (1801-1877)\nn young people collectively",n. 扬斯（姓氏）
youngster,n a young person of either sex,"n. 小孩, 年轻人, 少年\n[法] 儿童, 少年, 青年"
youngsters,n. a young person of either sex,n. 孩子( youngster的复数形式 ); 少年; 青年; 年轻人
youngstown,n. a city in northeast Ohio,n. 扬斯敦（美国俄亥俄州东北部城市）
youngsville,, [地名] [美国] 扬斯维尔
Younis,,n. (Younis)人名；(阿拉伯)尤尼斯
youniverse,"The entirety of creation that relates to one specific, narcissistic individual. Used to indicate that a particular person has knowledge only of him or herself -- their universe consists only of them.\n> If you moved outside of your youniverse for five seconds you'd understand that people aren't homeless out of choice.\n",
younker,n a young person (especially a young man or boy),"n. 青年贵族, 青年绅士, (非正式)年轻人, 小孩, 小伙子"
yount,, [人名] 扬特
younts,, [人名] 扬茨
your,pron. & a. The form of the possessive case of the personal\n   pronoun you.,"pron. 你的, 你们的"
your account,,[经] 来帐
Your car radio works very well,,你汽车上的收音机情况很好
Your City,"Something Urban Dictionary keeps bugging us to look up.\n> There, now you can look up your city. Happy?\n",
Your Excellency,,阁下
your face,,你的脸；你的样子
Your first name,"You saw that it told you to look up ""your first name"" so you did now there can be 2 ways you got here\n\nyou're being a smartass\r\nyou're blonde\n> *on urban dictionary*\n> *see ""look up any word like your first name""*\n> (at this moment in your mind you think, i'm gonna be a smartass/blonde and actually search it like that)\n",
your gay,A gay that belongs to you.\n> Your gay is really gay.\n,
your honor,, [法]法官阁下
your honour,,[法] 法官阁下
your letter to hand,,"[经] 来信收到, 尊函收到"
your lord,,[法] 法官阁下
your lordship,,[法] 高等法院法官阁下
Your Majesty,,陛下
your mom,what u say in responce to any question\n> your mom : so what did u do today?\n> you : your mom\n> jen: so what r we doin 2day in french?\n> me: your mom!\n,
your mom goes to college,"The best insult ever. You will totally PWN anyone with this retort.\n> Deb ""I'm trying to raise money for college""\n> Kip: ""Your mom goes to college!""\n> SHE GOT SO SERVED\n",
your mum,Humourous response to any question where a noun or noun-phrase is expected.\r\n\r\nSee also: [Yer mum]\n> Q: What time is it?\n> A: Your mum.\n> Q: Under which of the true sciences should philosophy be classified?\n> A: Your mum.\n> etc.\n,
your other left,,提示对方左右的方向错了
your space,,[医] 卵黄周隙
your very own,,完全属你所有
your worship,,[法] 裁判阁下
yours,pron. See the Note under Your.,"pron. 你的(东西), 你们的(东西)"
yours faithfully,, （主英）[给不知姓名者的正式信件的结尾客套语]
yours sincerely,,"鄙人, 我"
yours truly,,"鄙人, 我"
yourself,"pron. An emphasized or reflexive form of the pronoun of the\n   second person; -- used as a subject commonly with you; as, you yourself\n   shall see it; also, alone in the predicate, either in the nominative or\n   objective case; as, you have injured yourself.",pron. 你自己
yourselves,pl.  of Yourself,pron. 你们自己
yous,,n. 你们
youse,,pron. [非规范用语、方言]你们
youssef,,n. (Youssef)人名；(阿拉伯)优素福
youssouf,,n. (Youssouf)人名；(阿拉伯)优素福
youth,n. the time of life between childhood and maturity\nn. early maturity; the state of being young or immature or inexperienced\nn. an early period of development\nn. the freshness and vitality characteristic of a young person,"n. 年轻, 青年时代, 青年们, 青春\n[法] 青年, 青年时期, 青春时期"
youth club,, 青年俱乐部
youth correct act,,[法] 青少年教养法
youth crusade,,[网络] 青年运动
youth culture,, 青年文化
youth custody,, 青少年犯的拘禁期
youth day,,n. 青年节
youth gang,,[网络] 青少年帮派；青少年黑社会犯罪；青少年街头党
youth hostel,,青年招待所
youth hostelling,, 在各地住青年招待所
youth movement,, 青年运动
youth subculture,,[网络] 青年次文化；青年亚文化；青少年次文化
youth-on-age,,[网络] 青年时代
youth-oriented,,a. 面向青年的
youthen,,vt.vi. (使)变得年轻
youthful,s. suggestive of youth; vigorous and fresh,"a. 年轻的, 青年的\n[法] 青年的, 年轻的"
youthful days,,青年时期
youthful enthusiasm,,青春的热情
youthful offenders,,[法] 少年犯
youthfully,r. in a youthful manner,"adv. 年轻地, 无经验地；精神饱满地"
youthfulness,n the freshness and vitality characteristic of a young person,n. 少壮
youthhood,n. The quality or state of being a youth; the period of\n   youth.,"n. 青春期, 少壮期"
youthify,,vt.使显得年轻
youthmin,,桑白皮浸膏、芦丁、烟酰胺、 肌醇、维生素B2、维生素C、醋酸生育酚复合制剂(预防高血压及动脉硬化药)
youthquake,, 青年动乱
youths,n a young person (especially a young man or boy)\nn young people collectively\nn the time of life between childhood and maturity\nn early maturity; the state of being young or immature or inexperienced\nn an early period of development\nn the freshness and vitality characteristic of a young person,"年轻, 青年时代, 青年们, 青春"
youthwort,,n. [植]毛颤苔
youthy,a. Young.,"a. 年轻的, 少壮的"
youtube,,n. 视频网站（可以让用户免费上传、观赏、分享视频短片的热门视频共享网站）
Youtube Attention Span,"Your normal attention span only significantly decreased due to Youtube. Whereas normally 10 minutes is a short amount of time, Youtube turns it into a cinematic experience.\n> Jill: Watch this video!\n> Jack: Okay.\n> Jack: wtf? 10 minutes? That's way over my Youtube Attention Span.\n> Jill: *cries*\n",
YouTube Comments,"There are 4 types of [YouTube] comments:\r\n\r\n1. Short, 1 to 3 syllable comments.  These are usually positive, but are still retarded.\r\n\r\n2. Advertisements of any kind.  Usually for crappy porn sites, or for other YouTube [channel]s.\r\n\r\n3. Negative criticism.  While this isn't usually a bad thing, the highest level of criticism on YouTube consists of insulting someone else's sexuality\r\n\r\n4. The insane, rambling [argument].  These are most common on religious and political videos, and always against the ideologies espoused in the video.  Often it starts out somewhat sane, but quickly declines into runon sentences about government mandated brain control.\n> Types of YouTube comments:\n> 1. i like it.\n> 2. That is awesome check out my vidz:  ht t p : / / ww w. y o utu b e.co m/ ineedtodie\n> 3. dat vid suked ur gay u faget i suk off ur mom every nite\n> 4. if the govnrenment didnt do 911 how com it happend on 911 it was a plan orcastrated by the us wiht help  of new world order organization ho put fluorine in water 2 kil kidz mercury injections [chemtrail]s evil jewish space aliens jfk moon landing was actually venus glucose is lethal RISE UP VOET 4 RON PAUL\n",
Youtube degree,A bachelor's level certificate that people award to themselves after they have deemed themselves to be experts in a particular field of study by watching various instructional and how-to videos on Youtube.\n> Ben: Whoa! That is NOT the correct way to put on cologne! You spray and then you walk into it.\n> Joey: Okay and since when did you become the expert on all things cologne?\n> Ben: Since last spring when I got my Youtube degree in cologne management.\n,
YouTube Loop,"When you go to watch a quick 30 second video on YouTube and regain consciousness hours later having jumped from interesting video to interesting video.\n\nSimilar to a [wikipedian loop] or 'WikiComa'\n> Clarence: ""Dude, you totally missed the funeral yesterday!!""\n> T-dawg: ""Yeah I know; somebody emailed me a funny clip and I got stuck in a YouTube loop...""\n",
youtube moment,A moment or short event where you wish you had a video camera with you. The video equivalent of a [kodak moment].\n> It was a perfect youtube moment when Chris tripped and fell down a whole flight of stairs.\n,
youtube poop,"YouTube Poop is a name used for videos posted on YouTube which are usually nonsensical and random. They are simply just randomly chosen clips from things such as cartoons, clipped, looped and remixed to make it sound really strange. The most commonly used clips include scenes from the CD-i game of The Legend of Zelda, and a Mario game called Hotel Mario. These particular YouTube Poop videos (or YTP) are popular among the internet-savvy people and are a major source of internet culture. Some of YTP is inspired by media shown on YTMND.com, such as the public service message given by Sonic the Hedgehog about being touched in uncomfortable places. The most popular source of clips would be from the Super Mario Bros. cartoon, episode called ""[Mama Luigi]"". The most used phrase from this episode would be ""That's MAMA Luigi to you, Mario!"" \n> Phrases from YouTube Poops' most popular clips:\n> ""MAMA LUIGI?! *laughs*"" - Mario\n> ""That's MAMA Luigi to you, Mario!"" - Luigi, Super Mario Bros.\n> ""Gee, it sure is boring around here!"" - Link, The Legend of Zelda CD-i\n> ""My booooy."" - Old man, The Legend of Zelda CD-i\n> (Usually pronounced ""Mah boiiii."")\n> ""Or else you will DIE!"" - Ganon, The Legend of Zelda CD-i\n> ""And YOU gotta help us!"" - Luigi, Hotel Mario\n> ""Kids, there's nothing more cool than being hugged by someone ya like. But if someone tries to touch you in a place or in a way that makes you feel uncomfortable, that's NO good. It's your body; No one has the right to touch you if you don't want them to. So, what do ya do? First, ya say NO! Then, ya get outta there!"" - Sonic, The Adventures of Sonic the Hedgehog\n",
youtuber,,油管人（频繁使用视频分享网站YouTube的用户，特别是自己制作视频并且出镜的人们）
yow,pron. You.,interj. (痛苦、惊愕时)哟
yowes,,yowes\nplural of yowe\n
yowie,,n. <澳>野人(指据信生活在澳大利亚东南部的一种多毛人形动物)
yowing,-ing form of yow\npron. You.,(yow 的现在分词) interj. (痛苦、惊愕时)哟
